7, 4, 1, 2, 1,	29820.130859, 59549, 1.604570, 62322
7, 4, 1, 2, 2,	26840.378906, 53533, 1.868635, 53515
7, 4, 2, 1, 1,	28780.111328, 57663, 1.705699, 58627
7, 4, 2, 1, 2,	24932.878906, 49938, 2.039235, 49038
7, 4, 2, 2, 1,	24606.765625, 49599, 2.030663, 49245
7, 4, 2, 2, 2,	20969.996094, 42270, 2.364457, 42293
7, 8, 1, 1, 1,	41523.734375, 83352, 1.316846, 75939
7, 8, 1, 1, 2,	40026.152344, 79880, 1.609995, 62112
7, 8, 1, 2, 1,	39848.691406, 79654, 1.604570, 62322
7, 8, 1, 2, 2,	38519.347656, 76431, 1.868635, 53515
7, 8, 2, 1, 1,	39439.695312, 78518, 1.705728, 58626
7, 8, 2, 1, 2,	37678.093750, 74003, 2.039235, 49038
7, 8, 2, 2, 1,	37298.410156, 73519, 2.030663, 49245
7, 8, 2, 2, 2,	35747.855469, 70241, 2.364457, 42293
8, 4, 1, 1, 1,	33293.441406, 66383, 1.316846, 75939
8, 4, 1, 1, 2,	29963.685547, 59767, 1.609995, 62112
8, 4, 1, 2, 1,	29820.130859, 59549, 1.604570, 62322
8, 4, 1, 2, 2,	26840.378906, 53533, 1.868635, 53515
8, 4, 2, 1, 1,	28780.111328, 57663, 1.705699, 58627
8, 4, 2, 1, 2,	24932.878906, 49938, 2.039235, 49038
8, 4, 2, 2, 1,	24606.765625, 49599, 2.030663, 49245
8, 4, 2, 2, 2,	20969.996094, 42270, 2.364457, 42293
8, 8, 1, 1, 1,	41523.734375, 83352, 1.316846, 75939
8, 8, 1, 1, 2,	40026.152344, 79880, 1.609995, 62112
8, 8, 1, 2, 1,	39848.691406, 79654, 1.604570, 62322
8, 8, 1, 2, 2,	38519.347656, 76431, 1.868635, 53515
8, 8, 2, 1, 1,	39439.695312, 78518, 1.705728, 58626
8, 8, 2, 1, 2,	37678.093750, 74003, 2.039235, 49038
8, 8, 2, 2, 1,	37298.410156, 73519, 2.030663, 49245
8, 8, 2, 2, 2,	35747.855469, 70241, 2.364457, 42293
