7, 8, 2, 2, 1,	37275.648438, 74577, 2.072453, 48252
7, 8, 2, 2, 2,	35091.523438, 70386, 2.422070, 41287
8, 4, 1, 1, 1,	34121.113281, 68477, 1.288610, 77603
8, 4, 1, 1, 2,	30668.937500, 61280, 1.565166, 63891
8, 4, 1, 2, 1,	30646.302734, 61223, 1.567742, 63786
8, 4, 1, 2, 2,	28687.794922, 57027, 1.727981, 57871
8, 4, 2, 1, 1,	29031.220703, 57920, 1.693710, 59042
8, 4, 2, 1, 2,	24796.935547, 49447, 2.024947, 49384
8, 4, 2, 2, 1,	24322.818359, 48309, 2.072453, 48252
8, 4, 2, 2, 2,	19953.585938, 39581, 2.422070, 41287
8, 8, 1, 1, 1,	42174.925781, 84043, 1.288610, 77603
8, 8, 1, 1, 2,	40451.222656, 80676, 1.565166, 63891
8, 8, 1, 2, 1,	40444.691406, 80663, 1.567742, 63786
8, 8, 1, 2, 2,	39487.675781, 78840, 1.727981, 57871
8, 8, 2, 1, 1,	39616.906250, 79108, 1.693710, 59042
8, 8, 2, 1, 2,	37452.855469, 74854, 2.024947, 49384
8, 8, 2, 2, 1,	37275.648438, 74577, 2.072453, 48252
8, 8, 2, 2, 2,	35091.523438, 70386, 2.422070, 41287
